experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset1,9943,-1,1.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,correct,NA,Androstane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,17700,-1,10-Deacetylbaccatin III,correct,NA,Diterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,13848,74,10-Methylundecanoic acid,correct,not correct?,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13848,1663,10-Methylundecanoic acid,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6771,74,10-Undecynoic acid,correct,not correct?,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6771,336,10-Undecynoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,10363,-1,"10,11-Dihydro-10-hydroxycarbamazepine",correct,correct,Dibenzazepines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,36,74,"10E,12Z-octadecadienoic acid",correct,not correct?,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,36,-1,"10E,12Z-octadecadienoic acid",correct,NA,Lineolic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8325,152,11-Dehydrocorticosterone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8325,5233,11-Dehydrocorticosterone,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3283,152,11-Dehydrothromboxane B3,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3283,5233,11-Dehydrothromboxane B3,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,250,74,"11-Hexadecenoic acid, 16-[[(ethylamino)carbonyl]amino]-, (11Z)-",correct,correct,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,250,604,"11-Hexadecenoic acid, 16-[[(ethylamino)carbonyl]amino]-, (11Z)-",correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8355,-1,"11,14,17-Eicosatrienoic acid, (Z,Z,Z)-",correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4272,3675,11.beta.-Misoprostol,correct,correct,Eicosanoids,Prenol lipids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8600,1048,11.beta.-Misoprostol,correct,correct,Eicosanoids,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11210,5670,11.beta.-Misoprostol,correct,correct,Eicosanoids,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15149,-1,11.beta.-Misoprostol,correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4272,2158,11.beta.-Misoprostol,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8600,5817,11.beta.-Misoprostol,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11210,3391,11.beta.-Misoprostol,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2287,427,11.beta.-Prostaglandin E2,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2287,1095,11.beta.-Prostaglandin E2,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8310,-1,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",correct,NA,Hydroxysteroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12361,-1,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",correct,NA,Hydroxysteroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4638,-1,13-cis-Acitretin,correct,NA,Retinoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1085,393,13-cis-Retinal,not correct?,not correct?,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19126,393,13-cis-Retinal,not correct?,not correct?,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1085,811,13-cis-Retinal,not correct?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19126,811,13-cis-Retinal,not correct?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7547,2292,"13,14-Dihydro-15-ketoprostaglandin D1",correct,correct,Fatty Acyls,Lipids and lipid-like molecules,class,16616afa8edd490ea7e50cc316a20222,
dataset1,7547,1963,"13,14-Dihydro-15-ketoprostaglandin D1",correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1778,627,"15-Deoxy-.DELTA.12,14-prostaglandin D2",correct,correct,Lipids and lipid-like molecules,Prenol lipids,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2084,627,"15-Deoxy-.DELTA.12,14-prostaglandin D2",correct,correct,Lipids and lipid-like molecules,Prenol lipids,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1778,730,"15-Deoxy-.DELTA.12,14-prostaglandin D2",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2084,730,"15-Deoxy-.DELTA.12,14-prostaglandin D2",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8108,2726,15-Ketoprostaglandin E1,correct,correct,Eicosanoids,Diterpenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8108,3142,15-Ketoprostaglandin E1,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1237,-1,15(R)-15-Methylprostaglandin F2.alpha.,correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11160,-1,"15(R),19(R)-Hydroxyprostaglandin F2.alpha.",correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18935,2156,16-Phenyltetranorprostaglandin E2,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18935,870,16-Phenyltetranorprostaglandin E2,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4953,533,"16,16-Dimethylprostaglandin F2.alpha.",correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2481,1827,"16.alpha.,17,21-Trihydroxypregna-1,4-diene-3,11,20-trione",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2481,1431,"16.alpha.,17,21-Trihydroxypregna-1,4-diene-3,11,20-trione",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1132,393,16.beta.-Hydroxyfurazabol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12634,393,16.beta.-Hydroxyfurazabol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18815,-1,16.beta.-Hydroxyfurazabol,correct,NA,Estrane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,20301,685,16.beta.-Hydroxyfurazabol,correct,NA,Estrane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1132,1867,16.beta.-Hydroxyfurazabol,correct,NA,Estrane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12634,1867,16.beta.-Hydroxyfurazabol,correct,NA,Estrane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,20301,486,16.beta.-Hydroxyfurazabol,correct,NA,Estrane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4625,3698,17-Epioxandrolone,correct,correct,Steroid lactones,Prenol lipids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4625,3550,17-Epioxandrolone,correct,NA,Steroid lactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14573,3662,17-Octadecynoic acid,correct,correct,Fatty acids and conjugates,Prenol lipids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14573,6491,17-Octadecynoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16449,808,17-Phenoxytrinorprostaglandin F2.alpha.,correct,correct,Eicosanoids,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16449,1476,17-Phenoxytrinorprostaglandin F2.alpha.,correct,NA,Eicosanoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4942,4468,"17-Phenyltrinor-13,14-dihydroprostaglandin A2",correct,correct,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4942,6874,"17-Phenyltrinor-13,14-dihydroprostaglandin A2",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5090,-1,17-Phenyltrinorprostaglandin A2,correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8489,-1,17-Phenyltrinorprostaglandin E2,correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3208,-1,17.alpha.-Hydroxyprogesterone,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1389,393,17.alpha.-Nandrolone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2515,393,17.alpha.-Nandrolone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1389,811,17.alpha.-Nandrolone,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2515,811,17.alpha.-Nandrolone,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14651,-1,18-Carboxydinorleukotriene B4,correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,15962,-1,"1H-1,2,3-Triazole-1-octanamide, N-[1,1'-biphenyl]-2-yl-4-(3-pyridinyl)-",correct,NA,Biphenyls and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11582,-1,"2-(14,15-Epoxyeicosatrienoyl)glycerol",correct,NA,Monoradylglycerols,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14827,-1,"2-Cyclopentene-1-octanoic acid, 5-(2-carboxyethyl)-.epsilon.,4-dioxo-, (1S,5R)-",,NA,Medium-chain keto acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3236,-1,2-Despiperidyl-2-(5-carboxypentylamine)repaglinide,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12659,-1,2-Despiperidyl-2-(5-carboxypentylamine)repaglinide,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8615,-1,2-Hydroxy-5-methoxybenzoic acid,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1113,393,"2-Hydroxymethyl-17.alpha.-methylandrosta-1,4-diene-11.alpha.,17.beta.-diol-3-one",?,?,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1113,2947,"2-Hydroxymethyl-17.alpha.-methylandrosta-1,4-diene-11.alpha.,17.beta.-diol-3-one",?,NA,Androstane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1107,5121,2-Linoleoylglycerol,correct,NA,Fatty Acyls,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset2,6208,-1,2-Linoleoylglycerol,correct,NA,Lineolic acids and derivatives,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,353,512,2-Methyl-N-(4-Methylphenyl)alanine,correct,correct,"Amino acids, peptides, and analogues",Carbonyl compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11151,512,2-Methyl-N-(4-Methylphenyl)alanine,correct,correct,"Amino acids, peptides, and analogues",Carbonyl compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15732,512,2-Methyl-N-(4-Methylphenyl)alanine,correct,correct,"Amino acids, peptides, and analogues",Carbonyl compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,353,2143,2-Methyl-N-(4-Methylphenyl)alanine,correct,NA,Organic acids and derivatives,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11151,2143,2-Methyl-N-(4-Methylphenyl)alanine,correct,NA,Organic acids and derivatives,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15732,2143,2-Methyl-N-(4-Methylphenyl)alanine,correct,NA,Organic acids and derivatives,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4028,398,2-QUINOLINECARBOXYLIC ACID,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4028,74,2-QUINOLINECARBOXYLIC ACID,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14682,-1,"2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol",correct,NA,Dibenzylbutanediol lignans,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1888,-1,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4650,-1,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,7063,5723,"2,4,6-Tri-tert-butylaniline",correct?,correct,Phenylpropanes,Benzene and substituted derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7807,-1,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11236,-1,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14767,-1,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16092,5723,"2,4,6-Tri-tert-butylaniline",correct?,correct,Phenylpropanes,Benzene and substituted derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7063,4545,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16092,4545,"2,4,6-Tri-tert-butylaniline",correct?,NA,Phenylpropanes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5270,1747,"2,4'-Dihydroxybenzophenone",correct,correct,Benzophenones,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5270,672,"2,4'-Dihydroxybenzophenone",correct,NA,Benzophenones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1789,4468,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3903,1827,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4719,1827,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1789,6874,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3903,1431,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4719,1431,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",correct?,,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18579,3032,"2,6-Di-tert-butyl-4-hydroxymethylphenol",correct?,correct?,Phenylpropanes,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18579,1296,"2,6-Di-tert-butyl-4-hydroxymethylphenol",correct?,NA,Phenylpropanes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2570,1854,"2,6-Di-tert-butylbenzoquinone",correct,correct,Monoterpenoids,Prenol lipids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18003,1854,"2,6-Di-tert-butylbenzoquinone",correct,correct,Monoterpenoids,Prenol lipids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2570,3586,"2,6-Di-tert-butylbenzoquinone",correct,NA,Monoterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18003,3586,"2,6-Di-tert-butylbenzoquinone",correct,NA,Monoterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13436,1237,"2,8-Dimethyl-2-(.beta.-carboxyethyl)-6-hydroxychroman",correct,NA,1-benzopyrans,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13436,2827,"2,8-Dimethyl-2-(.beta.-carboxyethyl)-6-hydroxychroman",correct,NA,1-benzopyrans,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,1219,885,"2,8-Dimethyl-2-(.beta.-carboxyethyl)-6-hydroxychroman",correct,NA,1-benzopyrans,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,8520,1128,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,correct,correct,Androstane steroids,Steroids and steroid derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14491,1128,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,correct,correct,Androstane steroids,Steroids and steroid derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8520,1387,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,correct,NA,Androstane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14491,1387,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,correct,NA,Androstane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2748,1871,20-Carboxyarachidonic acid,correct,correct,Fatty acids and conjugates,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3956,-1,20-Carboxyarachidonic acid,correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2748,2683,20-Carboxyarachidonic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6403,-1,"21-Hydroxy-5.beta.-pregnane-3,11,20-trione",correct,NA,Hydroxysteroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11235,-1,21-Hydroxypregnenolone,correct,NA,Hydroxysteroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,8251,693,25-Hydroxycholesterol,correct,correct,Cholestane steroids,Cholestane steroids,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1422,225,"2S-Amino-4E-pentadecene-1,3R-diol",correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1422,4136,"2S-Amino-4E-pentadecene-1,3R-diol",correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8525,-1,3-Amino-3-(2-chlorophenyl)propionic acid,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11614,-1,3-AMINO-4-HYDROXYBENZOATE,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12616,393,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12616,1846,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7958,398,3-Fluoro-4-morpholinoaniline,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7958,74,3-Fluoro-4-morpholinoaniline,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2202,2766,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,NA,Gamma butyrolactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2267,-1,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,NA,Gamma butyrolactones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2659,2766,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,NA,Gamma butyrolactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6428,2549,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,NA,Gamma butyrolactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6464,249,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6812,249,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12945,2549,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,NA,Gamma butyrolactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13235,249,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13851,272,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,correct,Gamma butyrolactones,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13997,249,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
