	rank	#adducts	#predictedFPs	Confidence_Score	CSI:FingerID_Score	Zodiac_Score	TreeIsotope_Score	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	id	Original_Path	scan	sirius_id	experimentName
32	33	1	6	0.8244765299590470	-146.40865003979400	0.04773869346733670	28.709295048066400	C30H48N6O7	[M + Na]+	LHWVZOUUPJUDIK	"InChI=1S/C30H48N6O7/c1-18(2)16-22(26(38)33-21(30(42)43)12-7-8-14-31)34-27(39)23(17-20-10-5-4-6-11-20)35-28(40)24-13-9-15-36(24)29(41)25(32)19(3)37/h4-6,10-11,18-19,21-25,37H,7-9,12-17,31-32H2,1-3H3,(H,33,38)(H,34,39)(H,35,40)(H,42,43)"		CC(C)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(C(C)O)N		100985567	PubChem:(100985567)	2	32	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5889	5061_spectrumfile-00000_5889	5889
33	34	1	2	0.8206742009571860	-55.069940342300600	0.02613065326633170	9.851878883190060	C20H42NO8P	[M + Na]+	MFFFQXHDRPVUNX	"InChI=1S/C20H42NO8P/c1-5-6-7-8-9-10-11-12-13-14-20(22)26-17-19(29-23)18-28-30(24,25)27-16-15-21(2,3)4/h19H,5-18H2,1-4H3,(H-,23,24,25)/p+1"		CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OO		46241984;46241985;87515027;87515028	PubChem:(46241984 46241985 87515027 87515028);PubMed:(null)	194	33	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9812	8043_spectrumfile-00000_9812	9812
34	35	1	1	0.8158696809305060	-16.171446321562500	1.0	35.999357454754300	C26H54NO7P	[M + H]+	IHNKQIMGVNPMTC	"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/p+1"	1-18:0-lysoPC	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		86556;86557;497299;497300;5313984;10436817	HMDB:(10384);Natural Products:(UNPD115977);PubChem:(86556 86557 497299 497300 5313984 10436817);CHEBI:(73858);EcoCyc Mine:(null);MeSH:(86556 497299 497300);YMDB:(1187);Training Set:(null);PubMed:(null);Biocyc:(CPD-8345)	17179986158	34	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	864	804_spectrumfile-00000_864	864
35	36	1	1	0.8125048476788190	-149.34411882522500	1.0	76.78695460633680	C33H61NO5	[M + H]+	HFBDKDXMZGXWHQ	"InChI=1S/C33H61NO5/c1-28(2)22-18-14-10-6-5-7-13-17-21-25-33(38)39-30(26-31(35)34-27-32(36)37)24-20-16-12-9-8-11-15-19-23-29(3)4/h13,17,28-30H,5-12,14-16,18-27H2,1-4H3,(H,34,35)(H,36,37)"		CC(C)CCCCCCCCCCC(CC(=O)NCC(=O)O)OC(=O)CCC=CCCCCCCCC(C)C		9937467;10674246;117847525	PubChem:(9937467 10674246 117847525);Natural Products:(UNPD78036)	32770	35	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4653	4134_spectrumfile-00000_4653	4653
36	37	1	1	0.8086946747985320	-145.57672587390900	0.9994974874371860	76.30539228176620	C33H61NO5	[M + H]+	HFBDKDXMZGXWHQ	"InChI=1S/C33H61NO5/c1-28(2)22-18-14-10-6-5-7-13-17-21-25-33(38)39-30(26-31(35)34-27-32(36)37)24-20-16-12-9-8-11-15-19-23-29(3)4/h13,17,28-30H,5-12,14-16,18-27H2,1-4H3,(H,34,35)(H,36,37)"		CC(C)CCCCCCCCCCC(CC(=O)NCC(=O)O)OC(=O)CCC=CCCCCCCCC(C)C		9937467;10674246;117847525	PubChem:(9937467 10674246 117847525);Natural Products:(UNPD78036)	32770	36	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4654	4135_spectrumfile-00000_4654	4654
37	38	1	1	0.8056234243950850	-23.00569847961170	1.0	22.67991736431350	C26H48NO7P	[M + H]+	WKQNRCYKYCKESD	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1"	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313992;5313993;24779469;24779470;134776142;134776143	HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143);YMDB Mine:(null);CHEBI:(133456 88697);Training Set:(null);PubMed:(null);Biocyc:(CPD-8348)	34359757034	37	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4581	4063_spectrumfile-00000_4581	4581
38	39	1	9	0.8052300999752210	-20.3838104933477	0.2628140703517590	37.83945660098610	C22H46NO7P	[M + Na]+	VXUOFDJKYGDUJI	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/p+1"	Lyso-dmpc	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		460604;444675;3045266;3045267;10027596;10027597	HMDB:(10379);Natural Products:(UNPD67678);PubChem:(460604 444675 3045266 3045267 10027596 10027597);CHEBI:(64489);MeSH:(444675 3045266);YMDB:(1175);Training Set:(null);PubMed:(null);Biocyc:(CPD-20403)	116974	38	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4501	3983_spectrumfile-00000_4501	4501
39	40	1	1	0.8004963755964240	-6.240654259125080	0.9994974874371860	54.703196728077	C21H44NO7P	[M + H]+	YVYMBNSKXOXSKW	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)"	1-16:0-lysoPE	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O		89229;5256421;9547069;25229539;58177710;72199749;101048330	HMDB:(11503);PubChem:(89229 5256421 9547069 25229539 58177710 72199749 101048330);CHEBI:(73134 73004);MeSH:(89229);YMDB:(1197);Training Set:(null);PubMed:(null);Biocyc:(CPD-8353);KEGG Mine:(null)	8590018798	39	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	720	672_spectrumfile-00000_720	720
40	41	1	1	0.800088293474742	-322.40339617305000	0.9989949748743720	13.148827235174200	C25H42NO8P	[M + H]+	LCCNRLOOBSMLLD	"InChI=1S/C25H42NO8P/c1-5-6-7-8-9-10-12-19-20(22(28)18-21(19)27)17-24-23(33-24)13-11-14-25(29)34-35(30,31)32-16-15-26(2,3)4/h9-10,17,19,21,23-24,27H,5-8,11-16,18H2,1-4H3/p+1"	4-[3-[(E)-[3-hydroxy-2-[(E)-oct-2-enyl]-5-oxocyclopentylidene]methyl]oxiran-2-yl]butanoyl 2-(trimethylazaniumyl)ethyl phosphate	CCCCCC=CCC1C(CC(=O)C1=CC2C(O2)CCCC(=O)OP(=O)(O)OCC[N+](C)(C)C)O		11855716;11855717	PubChem:(11855716 11855717)	2	40	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9667	7921_spectrumfile-00000_9667	9667
41	42	1	1	0.7940947329871650	-29.64461191268230	0.9989949748743720	52.84309606355620	C26H48NO7P	[M + Na]+	WKQNRCYKYCKESD	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1"	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313992;5313993;24779469;24779470;134776142;134776143	HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143);YMDB Mine:(null);CHEBI:(133456 88697);Training Set:(null);PubMed:(null);Biocyc:(CPD-8348)	34359757034	41	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5441	4693_spectrumfile-00000_5441	5441
42	43	1	2	0.7937698047522300	-117.46364008977000	0.8989949748743720	137.9347973868190	C21H36NO7P	[M + H]+	FCICZIASMDBPOG	"InChI=1S/C21H36NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h3-10,20,23H,2,11-19,22H2,1H3,(H,25,26)"		CCC=CC=CC=CC=CCCCCCC(=O)OCC(COP(=O)(O)OCCN)O		134728923	PubChem:(134728923)	2	42	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6315	5434_spectrumfile-00000_6315	6315
43	44	1	2	0.7926636908079170	-16.469598228752900	0.985427135678392	24.746481282311900	C22H45O9P	[M + H]+	BVJSKAUUFXBDOB	"InChI=1S/C22H45O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h20-21,23-25H,2-19H2,1H3,(H,27,28)"	1-acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O		447308;3300275;3300276;5289143;6323470;9547131;42607483;46936675;46936676;71296200;86583415;86583416;101354128	PubChem:(447308 3300275 3300276 5289143 6323470 9547131 42607483 46936675 46936676 71296200 86583415 86583416 101354128);YMDB Mine:(null);CHEBI:(85407 84475 75376 75158);MeSH:(5289143);Training Set:(null);PubMed:(null);Biocyc:(CPD0-2162)	34359757030	43	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8479	7084_spectrumfile-00000_8479	8479
44	45	1	1	0.7920512277608750	-28.71648469137200	1.0	24.977461585485600	C26H48NO7P	[M + H]+	WKQNRCYKYCKESD	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1"	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313992;5313993;24779469;24779470;134776142;134776143	HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143);YMDB Mine:(null);CHEBI:(133456 88697);Training Set:(null);PubMed:(null);Biocyc:(CPD-8348)	34359757034	44	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5846	5020_spectrumfile-00000_5846	5846
45	46	1	1	0.7912051278379070	-27.25311685477850	0.9994974874371860	35.67971294960420	C21H41NO4	[M + H]+	PSHXNVGSVNEJBD	"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/p+1"	Tocris-0567	CCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C		3413344;6426854;6604733;45934173;53477791;71309713;94865748;119025802;129316449;129316450	HMDB:(5066);PubChem:(3413344 6426854 6604733 45934173 53477791 71309713 94865748 119025802 129316449 129316450);CHEBI:(84634 73061);ZINC bio:(ZINC08036006 ZINC60292260);MeSH:(3413344 6426854);YMDB:(1531);Training Set:(null);PubMed:(null);Biocyc:(CPD-19740)	92398	45	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4203	3688_spectrumfile-00000_4203	4203
46	47	1	3	0.7893867471082030	-129.30608274418000	0.9542713567839200	34.87155451955190	C19H36NO8P	[M + H]+	LBFVFQJWXXULPV	"InChI=1S/C19H36NO8P/c1-20(2,3)13-15-27-29(24,25)28-17-18(22)16-26-19(23)12-10-8-6-4-5-7-9-11-14-21/h7,9,14,18,22H,4-6,8,10-13,15-17H2,1-3H3/p+1"		C[N+](C)(C)CCOP(=O)(O)OCC(COC(=O)CCCCCCC=CCC=O)O			YMDB Mine:(null)	34359738368	46	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9648	7902_spectrumfile-00000_9648	9648
47	48	1	5	0.7882802552266260	-209.56818714651600	0.02110552763819100	59.80936105425580	C34H65NO7	[M + Na]+	XYAXAXHMRDCSHP	"InChI=1S/C34H65NO7/c1-6-8-10-12-14-16-18-20-22-24-32(36)41-29-30(28-40-27-26-31(34(38)39)35(3,4)5)42-33(37)25-23-21-19-17-15-13-11-9-7-2/h30-31H,6-29H2,1-5H3/p+1"		CCCCCCCCCCCC(=O)OCC(COCCC(C(=O)O)[N+](C)(C)C)OC(=O)CCCCCCCCCCC		133000676;133000677	PubChem:(133000676 133000677)	2	47	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5886	5058_spectrumfile-00000_5886	5886
48	49	1	1	0.7869967532190540	-246.7930305207700	1.0	244.89961526007300	C31H52NO7P	[M + K]+	RGGKOZRLTJKUTL	"InChI=1S/C31H52NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-31(33)37-28-30(36-5)29-39-40(34,35)38-27-26-32(2,3)4/h7-8,10-11,13-14,16-17,19-20,22-23,30H,6,9,12,15,18,21,24-29H2,1-5H3/p+1"		CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC		10325921;10325922	PubChem:(10325921 10325922)	2	48	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7172	6157_spectrumfile-00000_7172	7172
49	50	3	3	0.7866857946159240	-22.949494637616600	0.9994974874371860	47.917621931966700	C26H54NO7P	[M + H]+	IHNKQIMGVNPMTC	"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/p+1"	1-18:0-lysoPC	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		86556;86557;497299;497300;5313984;10436817	HMDB:(10384);Natural Products:(UNPD115977);PubChem:(86556 86557 497299 497300 5313984 10436817);CHEBI:(73858);EcoCyc Mine:(null);MeSH:(86556 497299 497300);YMDB:(1187);Training Set:(null);PubMed:(null);Biocyc:(CPD-8345)	17179986158	49	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5432	4684_spectrumfile-00000_5432	5432
50	51	4	4	0.7823163793167710	-194.5307361092000	0.992964824120603	82.85161345652790	C30H43N5O9	[M + H]+	ZIFJJKFSZQEYCJ	"InChI=1S/C30H43N5O9/c1-17(2)15-22(33-27(40)21(11-12-25(37)38)32-26(39)20-5-3-13-31-20)29(42)35-14-4-6-24(35)28(41)34-23(30(43)44)16-18-7-9-19(36)10-8-18/h7-10,17,20-24,31,36H,3-6,11-16H2,1-2H3,(H,32,39)(H,33,40)(H,34,41)(H,37,38)(H,43,44)"		CC(C)CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C3CCCN3		44195162	PubChem:(44195162)	2	50	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9329	7636_spectrumfile-00000_9329	9329
51	52	3	3	0.7822765060032510	-46.58700183837430	0.9944723618090450	35.49876925059390	C22H44NO7P	[M + H]+	JXGLGTFMAQOJBB	"InChI=1S/C22H44NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h8-9,21,24H,5-7,10-20H2,1-4H3/p+1"	Lysophosphatidylcholine(14:1/0:0)	CCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313975;24779456;134742688;134742689	HMDB:(10380);PubChem:(5313975 24779456 134742688 134742689);YMDB Mine:(null);CHEBI:(73794)	34359738410	51	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8474	7079_spectrumfile-00000_8474	8474
52	53	1	2	0.7822079807904620	-20.579311921104300	0.9331658291457290	16.029237434621200	C22H45O9P	[M + Na]+	BVJSKAUUFXBDOB	"InChI=1S/C22H45O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h20-21,23-25H,2-19H2,1H3,(H,27,28)"	1-acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O		447308;3300275;3300276;5289143;6323470;9547131;42607483;46936675;46936676;71296200;86583415;86583416;101354128	PubChem:(447308 3300275 3300276 5289143 6323470 9547131 42607483 46936675 46936676 71296200 86583415 86583416 101354128);YMDB Mine:(null);CHEBI:(85407 84475 75376 75158);MeSH:(5289143);Training Set:(null);PubMed:(null);Biocyc:(CPD0-2162)	34359757030	52	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8483	7087_spectrumfile-00000_8483	8483
53	54	1	4	0.7789311595714250	-20.250220354318200	0.9658291457286430	41.0806264583455	C22H45O9P	[M + Na]+	BVJSKAUUFXBDOB	"InChI=1S/C22H45O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h20-21,23-25H,2-19H2,1H3,(H,27,28)"	1-acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O		447308;3300275;3300276;5289143;6323470;9547131;42607483;46936675;46936676;71296200;86583415;86583416;101354128	PubChem:(447308 3300275 3300276 5289143 6323470 9547131 42607483 46936675 46936676 71296200 86583415 86583416 101354128);YMDB Mine:(null);CHEBI:(85407 84475 75376 75158);MeSH:(5289143);Training Set:(null);PubMed:(null);Biocyc:(CPD0-2162)	34359757030	53	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4542	4024_spectrumfile-00000_4542	4542
54	55	1	3	0.7782046607355450	-168.44902801516400	0.9100502512562820	23.51104362236140	C20H36NO8P	[M + H]+	WLKSBJHNVTYRNU	"InChI=1S/C20H36NO8P/c1-6-8-10-12-19(22)26-16-18(29-20(23)13-11-9-7-2)17-28-30(24,25)27-15-14-21(3,4)5/h8-11,18H,6-7,12-17H2,1-5H3/p+1"	"[(2R)-2,3-bis[[(Z)-hex-3-enoyl]oxy]propyl] 2-(trimethylazaniumyl)ethyl phosphate"	CCC=CCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CC=CCC		60123959;60123960;90689420	PubChem:(60123959 60123960 90689420)	2	54	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9159	7503_spectrumfile-00000_9159	9159
55	56	1	4	0.777196844569008	-20.149178790239000	0.9648241206030150	41.09614156750770	C22H45O9P	[M + Na]+	BVJSKAUUFXBDOB	"InChI=1S/C22H45O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h20-21,23-25H,2-19H2,1H3,(H,27,28)"	1-acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O		447308;3300275;3300276;5289143;6323470;9547131;42607483;46936675;46936676;71296200;86583415;86583416;101354128	PubChem:(447308 3300275 3300276 5289143 6323470 9547131 42607483 46936675 46936676 71296200 86583415 86583416 101354128);YMDB Mine:(null);CHEBI:(85407 84475 75376 75158);MeSH:(5289143);Training Set:(null);PubMed:(null);Biocyc:(CPD0-2162)	34359757030	55	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8759	7229_spectrumfile-00000_8759	8759
56	57	3	3	0.7764735100906830	-22.898463346726300	1.0	30.070578262326800	C22H46NO7P	[M + H]+	VXUOFDJKYGDUJI	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/p+1"	Lyso-dmpc	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		460604;444675;3045266;3045267;10027596;10027597	HMDB:(10379);Natural Products:(UNPD67678);PubChem:(460604 444675 3045266 3045267 10027596 10027597);CHEBI:(64489);MeSH:(444675 3045266);YMDB:(1175);Training Set:(null);PubMed:(null);Biocyc:(CPD-20403)	116974	56	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4450	3933_spectrumfile-00000_4450	4450
57	58	1	1	0.773827305844825	-71.62526459184060	0.9979899497487440	31.867550057892300	C30H50NO7P	[M + H]+	LSOWKZULVQWMLY	"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/p+1"	Lysophosphatidylcholine(22:6/0:0)	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5314008;5314009;10415542;14552258;131707944;131707945;134747840;134747841	HMDB:(10404);Natural Products:(UNPD184170);PubChem:(5314008 5314009 10415542 14552258 131707944 131707945 134747840 134747841);YMDB Mine:(null);CHEBI:(73873);Training Set:(null);PubMed:(null)	34359787754	57	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4689	4170_spectrumfile-00000_4689	4689
58	59	1	1	0.7732885401882580	-34.252953213796600	1.0	21.944456524351900	C26H48NO7P	[M + H]+	WKQNRCYKYCKESD	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1"	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313992;5313993;24779469;24779470;134776142;134776143	HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143);YMDB Mine:(null);CHEBI:(133456 88697);Training Set:(null);PubMed:(null);Biocyc:(CPD-8348)	34359757034	58	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5428	4680_spectrumfile-00000_5428	5428
59	60	4	4	0.7727261792181680	-119.77138543402300	0.9979899497487440	25.72327870686930	C19H34NO8P	[M + H]+	DNYULNURGAELEF	"InChI=1S/C19H34NO8P/c1-20(2,3)13-15-27-29(24,25)28-17-18(22)16-26-19(23)12-10-8-6-4-5-7-9-11-14-21/h4,6-7,9,14,18,22H,5,8,10-13,15-17H2,1-3H3/p+1"		C[N+](C)(C)CCOP(=O)(O)OCC(COC(=O)CCCC=CCC=CCC=O)O			YMDB Mine:(null)	34359738368	59	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8035	6773_spectrumfile-00000_8035	8035
60	61	1	1	0.7697427143206520	-22.80038769494910	1.0	26.826715959353600	C23H45NO4	[M + H]+	XOMRRQXKHMYMOC	"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/p+1"	Tocris-0609	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C		461;462;16902;16903;167760;11953816;45934082;71308806;71309267;71309588;71309711;87229194;87229241;101429358;102601095;129316416;131878168	HMDB:(222);ZINC bio:(ZINC08035022 ZINC08195638);MeSH:(461 462 11953816);GNPS:(CCMSLIB00000085201);Plantcyc:(CPD-419);PubMed:(null);PubChem:(461 462 16902 16903 167760 11953816 45934082 71308806 71309267 71309588 71309711 87229194 87229241 101429358 102601095 129316416 131878168);CHEBI:(94442 73067 17490);KEGG:(C02990);YMDB:(1534);Training Set:(null);Biocyc:(CPD-419)	227822	60	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9321	7628_spectrumfile-00000_9321	9321
61	62	2	2	0.7635142955141040	-116.9956501849890	0.9814070351758800	37.36207306783770	C25H50NO9P	[M + H]+	URLKFXGDGAAPNT	"InChI=1S/C25H50NO9P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-25(28)32-21-24(35-23(2)27)22-34-36(30,31)33-20-19-26(3,4)29/h24H,5-22H2,1-4H3,(H,30,31)"		CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)[O-])OC(=O)C		24860808	PubChem:(24860808)	2	61	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7097	6082_spectrumfile-00000_7097	7097
62	63	1	2	0.7615221926115490	-48.27415748401120	0.017587939698492500	9.687840858368020	C22H44NO7P	[M + Na]+	JXGLGTFMAQOJBB	"InChI=1S/C22H44NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h8-9,21,24H,5-7,10-20H2,1-4H3/p+1"	Lysophosphatidylcholine(14:1/0:0)	CCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313975;24779456;134742688;134742689	HMDB:(10380);PubChem:(5313975 24779456 134742688 134742689);YMDB Mine:(null);CHEBI:(73794)	34359738410	62	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6356	5475_spectrumfile-00000_6356	6356
63	64	1	2	0.7597187149516610	-51.72142208443860	0.029648241206030200	27.303430735438500	C28H52NO7P	[M + H]+	BBNHCUBQEQJHIG	"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,27,30H,5-8,11,14,17-26H2,1-4H3/p+1"	Lysophosphatidylcholine(20:3n6/0:0)	CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		52924055;52924056;57694156;75957080;134720304;134720305	HMDB:(10394);PubChem:(52924055 52924056 57694156 75957080 134720304 134720305);YMDB Mine:(null);PubMed:(null);CHEBI:(86256)	34359738602	63	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7100	6085_spectrumfile-00000_7100	7100
64	65	1	2	0.7596575425431160	-44.63120594161770	0.9788944723618090	33.617825849649800	C26H48NO7P	[M + Na]+	WKQNRCYKYCKESD	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1"	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O		5313992;5313993;24779469;24779470;134776142;134776143	HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143);YMDB Mine:(null);CHEBI:(133456 88697);Training Set:(null);PubMed:(null);Biocyc:(CPD-8348)	34359757034	64	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8491	7094_spectrumfile-00000_8491	8491
