experiment,feature_number,network,libraryID,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,GnpsJobID
dataset1,2536,-1,3-O-Benzyl-16-O-tert-butoxycarbonyl-16.alpha.-hydroxyestrone,Steroid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2555,-1,Massbank: Benzyldiphenylphosphine oxide,Phenylphosphines and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2563,393,Steviol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2570,1854,"2,6-Di-tert-butylbenzoquinone",Monoterpenoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2585,-1,Enrofloxacin,Quinoline carboxylic acids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2598,379,"Massbank:LU014201 2,2'-[(4-Methylphenyl)imino]diethanol|N,N-Bis(2-hydroxyethyl)-p-toluidine|2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol",Benzenoids,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2601,-1,Bopindolol,Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2603,107,Dimethyl azelate,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2641,280,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2648,147,Methyl .alpha.-D-mannopyranoside,Carbohydrates and carbohydrate conjugates,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2652,1473,Decamethylcyclopentasiloxane,Organosilicon compounds,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2659,2766,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2666,-1,Methasterone,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2702,74,.gamma.-Dodecalactone,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2734,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2743,74,OMEGA-HYDROXYDODECANOATE,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2746,1140,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",Lineolic acids and derivatives,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2748,1871,20-Carboxyarachidonic acid,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2777,107,Dimethyl suberate,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2778,-1,"4-Androstene-11.beta.,17.beta.-diol-3-one",Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2781,398,KYNURENATE,Organoheterocyclic compounds,0.7142857142857143,superclass,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2880,263,"4-Thiazolidinecarboxylic acid, 2-undecyl-, (4R)-","Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2924,99,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,Glycerophosphocholines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2950,2270,Dimethyl adipate,Fatty acid esters,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2968,245,Spectral Match to Nonaethylene glycol from NIST14,Ethers,1,subclass,12,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2988,3681,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3001,1049,Massbank:IA000298 Resolvin D1-[d5],Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3025,74,"Dodeca-2(E),4(E)-dienoic acid",Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3030,-1,"methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.0?,?]dodec-8-ene-8-carboxylate","1,2-dioxanes",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3061,5744,Arg-Val,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3097,-1,N-Nonanoyl-L-homoserine lactone,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3145,74,"Dodeca-2(E),4(E)-dienoic acid",Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3208,-1,17.alpha.-Hydroxyprogesterone,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3224,-1,Prostaglandin A2 methyl ester,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3226,1858,Tetrahydrocortisol 21-acetate,Pregnane steroids,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3232,793,"Ethyl 2,4-dihydroxy-6-methylbenzoate",Benzoic acids and derivatives,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3236,-1,2-Despiperidyl-2-(5-carboxypentylamine)repaglinide,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3240,247,N-Acetyl-D-glucosamine,Carbohydrates and carbohydrate conjugates,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3274,1841,Adipoyl-L-carnitine,Fatty acid esters,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3283,152,11-Dehydrothromboxane B3,Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3399,21,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3436,1522,Lauric acid diethanolamide,Fatty amides,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3439,74,"Dodeca-2(E),4(E)-dienoic acid",Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3448,-1,Chlormadinone acetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3506,379,Bamethane,Benzenoids,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3528,-1,Etodolac,Indolyl carboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3532,1534,Prostaglandin G2,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3540,3897,"L-Valine, N-[[1-(5-fluoropentyl)-1H-indazol-3-yl]carbonyl]-, methyl ester","Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3541,1140,"9-Oxo-10E,12Z-octadecadienoic acid",Lineolic acids and derivatives,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3545,-1,Arg-Ala,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3552,933,Phe-Leu,"Amino acids, peptides, and analogues",1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3577,263,Leu-Gly-Leu,"Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3585,107,cis-Pinonic acid,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3593,374,Imiprothrin,Imidazolidines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3599,4816,(.+/-.)7-epi-Jasmonic acid,Lineolic acids and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3619,513,taurohyocholic acid,"Bile acids, alcohols and derivatives",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3630,2079,"Retinamide, N-(4-hydroxyphenyl)-",Piperidinecarboxylic acids and derivatives,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3634,-1,(.+/-.)-Cannabichromene,1-benzopyrans,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3651,3143,hemiasterlin,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3653,465,Ricinoleic Acid methyl ester,Fatty alcohols,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3686,398,XANTHURENIC ACID,Organoheterocyclic compounds,0.7142857142857143,superclass,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3691,-1,Chamissonolide,Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3697,363,"Phenol, 5-(1,1-dimethylheptyl)-2-[(1S,3R)-3-hydroxycyclohexyl]-",Lipids and lipid-like molecules,0.6,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3724,1909,Spectral Match to Urobilin from NIST14,Bilirubins,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3737,-1,Indole-3-butyric acid,Indoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3757,-1,Spectral Match to Ile-Leu from NIST14,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3759,296,Massbank:PR300771 Cyclo(proline-leucine),"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3773,245,Spectral Match to Decaethylene glycol from NIST14,Ethers,1,subclass,12,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3805,-1,Massbank:LU052601 Ancymidol|cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,Anisoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3813,2367,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,Fatty acid esters,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3817,-1,Prostaglandin E3,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3818,-1,Phenylalanine methyl ester,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3828,-1,INDOLE-3-ACETAMIDE,Indoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3841,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3843,-1,"Massbank:LU019402 4-Methylphthalic anhydride|5-methyl-2-benzofuran-1,3-dione",Benzofuranones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3859,302,(+)-Abscisic acid,Lipids and lipid-like molecules,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3890,2530,"5-Hexenoic acid, 6-[(2R,3S)-3-[[[(4-chloro-2-methylphenyl)sulfonyl]amino]methyl]bicyclo[2.2.2]oct-2-yl]-, (5Z)-",Lipids and lipid-like molecules,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3899,1651,N-Heptanoyl-DL-homoserine lactone,"Amino acids, peptides, and analogues",1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3903,1827,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",Lipids and lipid-like molecules,0.75,superclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3904,923,1-(4-Methoxyphenyl)-2-propanone,Phenylpropanes,1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3913,107,Dimethyl azelate,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3945,2562,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",Fatty acid esters,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3956,-1,20-Carboxyarachidonic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3974,-1,"3,4-Dimethoxy-N-methylamphetamine",Phenethylamines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4004,3555,Tris(2-butoxyethyl) phosphate,Phosphate esters,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4028,398,2-QUINOLINECARBOXYLIC ACID,Organoheterocyclic compounds,0.7142857142857143,superclass,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4032,-1,Diflorasone diacetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4046,91,Baccatin III,Diterpenoids,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4133,249,Empenthrin,Lipids and lipid-like molecules,0.5384615384615384,superclass,13,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4137,945,Fumagillin,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4189,-1,PyroGlu-Phe,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4200,2530,"Massbank:AC000281 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",Lipids and lipid-like molecules,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4230,512,Metanephrine,"Amino acids, peptides, and analogues",0.85,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4233,2530,"Massbank:AC000286 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",Lipids and lipid-like molecules,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4272,3675,11.beta.-Misoprostol,Eicosanoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4274,-1,Adrenosterone,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4278,1858,Tetrahydrocortisol 21-acetate,Pregnane steroids,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4289,5579,Heptadecasphing-4-enine,Amines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4300,-1,"5.alpha.-Pregnan-3.alpha.-ol-11,20-dione",Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4317,116,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",Lupinine-type alkaloids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4338,2749,"5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid",Diterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4340,-1,Chlormadinone acetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4357,4993,ETHYL 3-INDOLEACETATE - 20.0 eV,Indolyl carboxylic acids and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4369,718,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",Carbonyl compounds,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4408,165,_130032,Fatty Acyls,1,class,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4409,2796,1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,Glycerophosphocholines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4421,-1,(-)-Corey lactone diol,Gamma butyrolactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4429,-1,"Massbank:LU055801 3,3'-Dimethoxybenzidine|4-(4-amino-3-methoxyphenyl)-2-methoxyaniline",Biphenyls and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4471,3352,Pro-Glu-Arg,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4507,198,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",Lineolic acids and derivatives,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4512,767,Euphorbiasteroid,Diterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4518,-1,"Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-",Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4521,-1,"5(6)-Epoxy-8Z,11Z,14Z,17Z-eicosatetraenoic acid, methyl ester",Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4522,605,"Massbank:FIO00378 N,N-Diethyl-3-methoxybenzamide",Benzene and substituted derivatives,0.8,class,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4541,923,1-(4-Methoxyphenyl)-2-propanone,Phenylpropanes,1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4542,1657,Artemisinin,Terpene lactones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4549,-1,Leukotriene D4 methyl ester,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4595,280,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4610,-1,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4625,3698,17-Epioxandrolone,Steroid lactones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4637,-1,Spectral Match to Benzyl butyl phthalate from NIST14,Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4638,-1,13-cis-Acitretin,Retinoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4650,-1,"2,4,6-Tri-tert-butylaniline",Phenylpropanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4667,-1,Glu-Lys,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4719,1827,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",Lipids and lipid-like molecules,0.75,superclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4730,3166,Gly-Tyr,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4861,4953,L-Leucyl-L-leucine methyl ester,"Amino acids, peptides, and analogues",1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4863,923,1-(4-Methoxyphenyl)-2-propanone,Phenylpropanes,1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4875,47,Lys-Ile,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4900,1480,"1,4-Dihydroxy-2-naphthoic acid",Naphthalenecarboxylic acids and derivatives,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4942,4468,"17-Phenyltrinor-13,14-dihydroprostaglandin A2",Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4953,533,"16,16-Dimethylprostaglandin F2.alpha.",Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4977,336,Leu-Leu,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,4982,3999,Kirenol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5042,933,PHENYLALANINE,"Amino acids, peptides, and analogues",1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5050,-1,Undecanedioic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5090,-1,17-Phenyltrinorprostaglandin A2,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5101,198,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",Lineolic acids and derivatives,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5142,-1,"Massbank:AC000103 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",Monoterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5159,1067,Pergolide sulfone,Organoheterocyclic compounds,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5191,4001,Hexamethylcyclotrisiloxane,Organosilicon compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5197,1016,Polyporic acid,Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5247,-1,"1-Pyrrolidineethanol, .alpha.-phenyl-.beta.-propyl-",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5270,1747,"2,4'-Dihydroxybenzophenone",Benzophenones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5291,4651,Mescaline,Lipids and lipid-like molecules,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5302,6637,Tetradecanedioic acid,Fatty acids and conjugates,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5306,-1,"NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-",Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5311,-1,Spectral Match to 2-Hydroxychalcone from NIST14,Chalcones and dihydrochalcones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5345,4001,Hexamethylcyclotrisiloxane,Organosilicon compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5371,-1,Bursin,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,5395,-1,Cycloheximide,Piperidinones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
